first_name,last_name,date_of_birth,gender,position,department,hire_date,salary,performance_rating,salary_increase,absenteeism_days,overtime_hours,satisfaction_score,feedback_text,will_leave
Emily,Williams,1965-09-27,1,Manager,HR,2023-01-24,104941.2422412339,1.0992845283621921,0.14990909689377765,20,19,3.942384547042712,Poor,0.0
Alex,Smith,1973-07-13,0,Developer,HR,2024-04-02,64683.829474262566,6.790286619206059,0.15607995522945492,21,2,2.2404060924331186,Average,0.0
Jane,Williams,1993-01-10,0,Manager,HR,2022-01-13,61994.37093972217,8.147775981493758,0.018598127964626433,22,6,5.328756008975113,Average,0.0
Emily,Doe,1994-06-29,1,Analyst,HR,2023-02-23,90882.1143503726,8.244900997126928,0.05396414402564287,27,18,5.484301140371082,Average,0.0
Jane,Williams,1981-02-04,1,Manager,HR,2021-11-18,48885.77953707684,8.426176008995036,0.10405931538373081,12,3,2.1013908159266013,Good,0.0
John,Smith,2004-05-08,1,Developer,Finance,2023-04-24,96209.68028152708,9.985127602536547,0.18662266626871155,12,0,4.791232479646649,Poor,0.0
Alex,Smith,1968-08-25,1,Analyst,Finance,2024-03-28,115528.14776375325,2.82642730817412,0.11310999298428809,9,17,2.487646998731571,Poor,0.0
Jane,Smith,1967-06-06,1,Developer,Finance,2023-01-27,114661.13206038065,3.3336708297919637,0.08593136254778702,18,4,8.577402101126278,Good,1.0
John,Doe,1982-04-09,0,Manager,HR,2021-02-05,34485.78250046474,9.135219972343371,0.18187803840167927,23,3,7.889616090919988,Average,1.0
Emily,Williams,1994-11-24,0,Analyst,IT,2023-02-11,31206.236378894904,3.544711206208858,0.008918981674592309,21,6,3.2228091916479986,Average,1.0
Jane,Williams,1974-09-10,1,Analyst,HR,2019-10-25,99903.95012596631,1.588295418079467,0.09751423873467686,23,10,1.5638788310981906,Average,0.0
John,Doe,1966-11-03,1,Developer,Finance,2020-05-22,37778.21496862918,3.1310587838024686,0.14648974636761797,10,19,2.1518938768022773,Poor,0.0
Jane,Smith,1999-09-03,1,Manager,IT,2024-02-29,118316.7381447522,3.30877056199823,0.1308349202948149,25,4,6.087972291144489,Poor,0.0
John,Doe,1971-12-07,1,Developer,IT,2023-06-14,31983.164426775376,7.480072356968018,0.08359798677409687,24,6,7.153786950193383,Good,0.0
Emily,Doe,2005-01-21,1,Manager,Finance,2019-12-12,101252.99896080165,5.939547910480528,0.12258003217238984,13,5,8.622268552797038,Average,0.0
John,Smith,1967-04-26,1,Developer,HR,2022-04-23,71606.60049005464,4.705889874260577,0.13019469343019083,21,11,1.5604579529369706,Average,1.0
Alex,Smith,2004-12-14,1,Analyst,Finance,2023-01-29,48122.7403922377,3.327587513992349,0.03294127068645918,3,13,7.786969122845476,Poor,1.0
Emily,Doe,1967-02-28,1,Manager,Finance,2020-10-07,70611.54097628893,9.864906905267876,0.1544024952619981,1,2,9.182981852754041,Good,1.0
Emily,Johnson,1993-04-17,0,Analyst,IT,2023-07-30,64237.800675680606,7.980506658327947,0.19289533078016233,23,11,5.709966680752672,Good,1.0
John,Doe,1986-10-21,0,Developer,Finance,2023-12-18,77972.5980521526,2.421593405518132,0.1391798236337605,11,1,3.85085509360774,Poor,0.0
Alex,Johnson,1968-06-19,0,Manager,IT,2024-01-05,48181.4101562241,2.658023553142235,0.1787979420015741,27,15,2.3689385490004558,Average,1.0
Jane,Smith,1990-06-15,1,Developer,Finance,2022-05-21,58770.014919649024,9.895743904708688,0.09707179663197743,20,12,3.9071007854759245,Average,1.0
Alex,Johnson,1983-07-10,1,Analyst,IT,2020-05-04,38372.743781402445,1.2642774319215309,0.16459168924429723,25,4,9.761116509785559,Good,0.0
Emily,Smith,1968-12-28,1,Analyst,IT,2020-09-23,111116.6409697184,6.865011268357834,0.0628121589985464,23,1,8.37329594384315,Average,1.0
Emily,Doe,1989-05-18,1,Manager,HR,2020-09-01,51588.670148035024,2.277747907848945,0.06958828231643333,14,17,7.739437032669758,Good,0.0
Emily,Williams,1989-01-21,0,Analyst,HR,2019-09-01,52857.73871148223,1.2800403992562193,0.14785894703295463,1,1,3.834276297516709,Poor,0.0
Jane,Doe,1990-10-20,1,Developer,Finance,2022-04-10,36937.02107563146,4.063420834000074,0.17327730285026843,14,5,4.243400379373128,Good,0.0
John,Doe,2004-01-11,1,Manager,IT,2023-02-08,102665.64273059562,1.5318450107042794,0.17976947763604947,18,0,8.868040517245163,Poor,0.0
Alex,Johnson,2002-11-08,1,Manager,HR,2024-03-23,107810.7248570403,5.919833981690096,0.07608010979408193,29,13,5.311630567930161,Good,0.0
Emily,Williams,1972-03-30,1,Manager,Finance,2022-10-20,107250.75091192088,3.62996407415708,0.18215403232878305,9,18,8.244160991572947,Good,0.0
Jane,Johnson,1976-07-02,1,Analyst,IT,2020-06-02,87158.01953187468,5.0485798717530335,0.04368863657666142,20,3,1.8688102317589674,Average,0.0
Emily,Doe,1974-10-04,1,Developer,HR,2021-04-03,36681.67856895478,3.0371634490733737,0.1460492294180292,8,3,1.5804214412425077,Average,0.0
John,Smith,1990-12-21,0,Analyst,Finance,2022-09-17,77818.48685112532,8.543369651967321,0.05705806767146329,11,2,3.4099900793950075,Average,1.0
John,Johnson,2004-10-25,0,Developer,Finance,2019-12-09,40343.96973536102,1.844715563410206,0.1819253638873185,3,2,8.4635811938508,Good,1.0
John,Johnson,2002-08-30,1,Manager,HR,2023-01-31,42377.13973353138,4.067341298108619,0.032964935069352407,21,7,9.53297488154298,Average,1.0
John,Doe,1972-06-29,1,Analyst,Finance,2023-08-30,39380.23225275129,4.460601948803313,0.0975334137242529,21,11,9.55477947327583,Average,0.0
Alex,Doe,1979-04-16,1,Analyst,HR,2021-02-03,110233.20140611561,1.026289293592258,0.00795319299771391,5,7,3.149709943617349,Average,0.0
John,Doe,1979-09-11,0,Analyst,HR,2021-01-05,70272.1327190212,5.268595783881345,0.11817348825420831,28,5,8.687223978854538,Good,1.0
Emily,Johnson,1971-11-17,1,Developer,HR,2023-09-06,69468.4639683692,2.9665885091871727,0.07935936941726329,21,8,4.573135371134725,Good,0.0
John,Doe,2004-04-13,0,Analyst,Finance,2024-02-11,108680.02722166582,5.441919223061068,0.14045175320633285,18,10,2.1834020790818345,Average,0.0
John,Williams,1974-02-02,0,Developer,IT,2021-07-06,84711.46926816335,3.784354460765039,0.16475807684425894,6,4,1.0140859467232561,Poor,1.0
Alex,Smith,1998-04-08,0,Analyst,IT,2019-12-06,108443.79545594075,3.3102480547904127,0.13305842039561105,0,3,4.321477195848249,Poor,0.0
Emily,Williams,1969-12-13,0,Developer,HR,2019-09-29,61929.41626523858,9.475531404570326,0.1337145293445828,8,9,4.257279917540785,Poor,0.0
Jane,Smith,1972-05-29,0,Manager,IT,2020-10-11,43888.94087547714,2.5466363319438505,0.12757541853272678,20,1,5.769923706337768,Poor,1.0
Jane,Williams,1989-02-05,0,Developer,HR,2023-11-18,56553.66368887406,5.374004444178427,0.11543997734691017,25,4,2.1070296561137107,Good,0.0
Alex,Doe,1986-03-28,1,Developer,HR,2019-08-19,64865.33271017934,8.666571131865528,0.08077957283402476,12,8,3.756821489003914,Average,1.0
Emily,Williams,1979-01-09,1,Analyst,Finance,2021-05-20,82133.97184384742,7.834159231773517,0.01977472352812708,10,15,1.1107873271446804,Poor,0.0
Jane,Williams,1969-02-20,0,Analyst,HR,2023-05-30,44906.55123254388,6.81166459086051,0.008955690100933644,0,0,9.519799905941916,Poor,0.0
Jane,Williams,2004-02-15,1,Analyst,Finance,2021-11-09,36454.06999628859,4.686660054057088,0.06224349901267872,5,4,5.779768103967186,Average,0.0
Alex,Williams,1990-11-24,0,Manager,IT,2022-01-29,32478.304788251895,5.549096061194049,0.19280348142354048,3,13,1.2786021182740916,Poor,1.0
Alex,Smith,2000-04-20,0,Developer,Finance,2023-12-11,56032.029477538905,9.100748647148327,0.023227792040105125,9,4,5.266057856348403,Average,1.0
Jane,Williams,1989-04-03,0,Developer,IT,2024-06-14,116502.19368668337,4.505337054121783,0.07710238094738447,15,3,9.820980931723902,Good,0.0
John,Smith,1983-03-14,1,Developer,Finance,2023-09-04,69639.72152811816,3.7209992441634436,0.051866979463418894,18,16,5.5670172950776795,Poor,1.0
John,Williams,2006-03-31,0,Analyst,IT,2020-02-27,82468.59835481422,9.997424237403226,0.030104298332682713,1,10,2.865781028688022,Good,0.0
Alex,Williams,1984-09-03,1,Manager,IT,2019-12-29,85859.44318421256,2.8118089704018994,0.07902754865286372,27,4,5.27991433738144,Average,0.0
Alex,Williams,1997-12-19,0,Manager,Finance,2019-12-08,71261.9782112332,1.3418340696086812,0.1491720077254024,6,4,8.147895962944649,Good,1.0
Jane,Williams,1968-08-02,0,Analyst,Finance,2022-10-16,118288.86403464167,5.35066692375832,0.17270950450290903,22,3,3.5720519997328317,Good,1.0
Emily,Johnson,1994-04-27,0,Analyst,IT,2023-04-01,81955.1126309818,8.79019431062097,0.19614786871668588,17,18,6.419052868193016,Poor,1.0
Alex,Doe,1994-12-19,1,Analyst,IT,2024-04-18,30285.106372263155,6.761784804036615,0.05968698247237534,7,18,3.807091720038524,Poor,0.0
John,Doe,1981-08-13,1,Developer,Finance,2022-08-23,98633.67552247578,9.363316582065064,0.006109891418675995,2,9,2.2099161646730967,Average,0.0
Emily,Williams,1989-04-10,0,Analyst,HR,2024-06-16,101405.46128748129,9.9149142949312,0.04013020348075225,25,16,1.808309388544966,Average,0.0
Alex,Doe,1997-06-01,0,Developer,IT,2022-02-13,42856.525857075474,7.7808513003127215,0.15378455642152822,8,0,8.613292957099588,Average,0.0
Emily,Johnson,1975-01-23,1,Manager,HR,2020-10-04,91866.57277226138,1.220486034408871,0.06122746817591865,7,2,6.68880846555618,Good,0.0
Emily,Smith,2000-11-23,0,Analyst,Finance,2023-08-20,56960.91101584865,1.6917586774854716,0.10012485361408358,9,15,5.304338957757011,Average,1.0
Jane,Doe,1966-11-15,0,Analyst,HR,2023-10-22,66117.54217977409,3.6326358196366764,0.03046591789290709,22,6,5.287932877094125,Good,0.0
John,Smith,2005-06-06,0,Developer,Finance,2021-08-31,67450.92852639832,7.836502858298168,0.03756857050755483,22,9,6.272783096081673,Average,1.0
Emily,Williams,1973-05-16,1,Manager,HR,2021-11-04,57287.465351494146,3.609731070492481,0.11265778619076294,3,12,9.251125216321016,Average,1.0
Alex,Johnson,1973-02-13,1,Manager,HR,2020-01-23,34889.88313406135,7.7378071071358,0.06351735905222333,16,17,3.4855260203880953,Average,0.0
Alex,Williams,1981-12-16,1,Developer,HR,2023-09-22,114640.36551625554,1.7444391537191815,0.1861774744121617,24,0,2.1693693208213114,Good,0.0
Jane,Williams,1991-05-16,1,Manager,Finance,2022-05-16,69043.56776188765,9.189488294689529,0.07546361079263858,11,18,1.8036057207301563,Average,0.0
Jane,Doe,1970-06-10,1,Analyst,IT,2022-11-19,90826.29718179029,2.2520426400197877,0.05084627674973912,10,12,2.6452651299121044,Poor,0.0
Emily,Johnson,1993-03-29,1,Developer,IT,2021-12-07,87090.57657400839,9.995196233940677,0.020961612999514424,21,15,4.4660810791225005,Good,0.0
Alex,Williams,1990-10-22,1,Manager,Finance,2021-03-01,30259.312649905314,8.730610168785667,0.037204600001133126,4,12,4.742177506187051,Average,1.0
John,Doe,1997-10-05,0,Manager,HR,2021-07-15,91003.18802790398,6.469769100274503,0.05906029551436656,23,7,6.8647578442954895,Average,0.0
Emily,Smith,1981-08-16,0,Manager,HR,2021-08-19,110119.3502372557,3.5866863681902177,0.07355719755123058,24,16,2.0036099108914875,Average,0.0
Emily,Johnson,2000-11-15,1,Manager,IT,2019-12-16,111996.18324906453,8.544388235911345,0.1418765934174782,13,9,1.2827963936014564,Poor,0.0
Jane,Doe,1973-08-26,1,Developer,Finance,2023-06-30,116714.93167988295,5.671290521165939,0.13550845349179064,19,15,7.956293336885036,Average,1.0
Alex,Smith,1973-11-21,1,Analyst,Finance,2019-10-20,63096.02857245989,2.6356527163851666,0.08710152509443814,20,0,7.651239020091628,Poor,1.0
John,Smith,1989-10-09,1,Analyst,IT,2023-04-16,79354.38325760886,8.913296033617462,0.13511601839005197,10,7,8.048785719687633,Good,1.0
Emily,Doe,1975-03-15,0,Analyst,IT,2023-04-11,114364.05943478887,6.429626251434487,0.09468017629898251,27,11,1.5206000450244455,Average,1.0
John,Johnson,1974-01-08,1,Manager,Finance,2021-06-02,80516.41886535625,7.992352092945029,0.04099624190536329,25,11,6.577611142897803,Good,1.0
John,Smith,1965-12-27,0,Analyst,Finance,2023-05-09,103001.13929401238,6.723592364473556,0.0776331412253991,27,10,3.3391448131854955,Good,0.0
Emily,Smith,2006-01-13,1,Developer,Finance,2024-03-06,93694.92152407748,1.5598290354823248,0.02946060885579407,4,19,6.678296112062471,Poor,1.0
Jane,Doe,1976-01-01,1,Analyst,HR,2024-07-28,61884.098835694196,9.541640766833595,0.19246204059755687,5,5,9.357942583133946,Average,1.0
Jane,Smith,1977-10-06,0,Analyst,HR,2024-08-09,44917.480183814034,5.009874748677018,0.041837093081585564,10,11,8.592846976466413,Poor,0.0
Jane,Johnson,1993-01-18,1,Manager,IT,2023-11-14,87288.47820780189,5.484124004493457,0.08133481399971663,26,11,3.335876048584813,Good,1.0
Alex,Johnson,1966-07-11,1,Manager,HR,2024-03-11,31277.104445619047,8.464524642626614,0.14642452136859116,28,1,7.284800415048155,Poor,0.0
Emily,Smith,2004-01-30,0,Developer,HR,2024-08-04,99578.01375277195,3.789999434546104,0.046407965780221196,10,6,8.032139565529656,Average,1.0
John,Smith,1975-09-01,0,Developer,HR,2020-04-23,62132.6409573011,9.335746615886038,0.045735355920721754,10,9,3.8950299069359375,Average,0.0
Emily,Williams,1990-12-16,1,Developer,Finance,2022-03-07,66248.79586160267,9.051785178198712,8.855628744157684e-05,3,8,2.38426322177447,Poor,0.0
Jane,Johnson,2000-08-31,1,Developer,IT,2023-09-20,63455.16597621089,4.5321236760653205,0.15085299466940455,2,2,9.558357350522936,Poor,1.0
Jane,Doe,1994-08-30,0,Developer,IT,2021-07-24,67404.3506316602,8.625445009496733,0.18044728069244764,25,12,9.769350148113318,Poor,1.0
Alex,Johnson,1981-04-13,0,Developer,HR,2021-04-13,45769.95948952446,8.800933190554002,0.05649574879540534,28,3,6.234600636902742,Poor,1.0
Alex,Doe,1989-07-14,1,Manager,Finance,2023-07-06,42943.29152833323,4.8709258887682,0.18075151435502845,25,7,4.6084758622574205,Average,1.0
Alex,Smith,1983-12-20,0,Manager,IT,2024-01-04,52977.81688535385,3.6612520663744377,0.11876049616192311,13,13,1.6404245665608954,Average,0.0
Alex,Doe,1967-09-22,0,Analyst,Finance,2024-07-03,34287.71316928559,7.54074301751377,0.15478124435413304,23,9,8.42309070650008,Average,0.0
John,Johnson,1997-09-20,1,Analyst,IT,2023-01-09,65264.156695515,5.920304685010915,0.10640433579685037,28,5,1.4917097800087507,Average,1.0
Alex,Johnson,1967-08-16,0,Developer,Finance,2023-07-25,30132.643987768028,7.564103146791967,0.19336909995985707,5,18,6.967424726230802,Poor,0.0
John,Doe,1974-11-06,1,Manager,HR,2022-09-10,103622.40742248237,3.2753224548028053,0.054287715526840044,24,15,9.11746177074235,Average,1.0
Alex,Williams,1977-03-18,1,Developer,HR,2022-10-21,43464.13045742573,4.426207130447792,0.08289394310786867,9,9,1.1860423200271402,Average,0.0
Jane,Doe,1981-07-10,0,Manager,HR,2023-03-26,62553.92293736226,9.54287764183461,0.1264318998372915,26,4,1.9226436765982702,Good,0.0
John,Johnson,1973-08-02,0,Developer,Finance,2021-07-27,44312.25033662352,2.621761787153331,0.0196469984378161,5,0,2.098274448896638,Average,0.0
John,Smith,1966-07-09,0,Manager,Finance,2022-10-01,47571.65426608428,4.1080775702039904,0.06712209085396854,19,2,2.069869520593648,Good,1.0
Emily,Johnson,1978-04-17,0,Developer,IT,2021-12-23,73425.03782118246,5.560053840844712,0.07744745423561919,3,17,1.1445567848290552,Poor,1.0
Alex,Williams,1995-03-14,1,Developer,HR,2022-10-08,69389.51953333832,3.114760644963575,0.14097420200867636,18,5,5.917872844700626,Good,1.0
Alex,Doe,2000-06-28,0,Analyst,HR,2021-11-16,46133.0050717011,8.200031335873133,0.11054141514370906,11,15,2.185435257211842,Average,0.0
Emily,Johnson,2005-05-22,1,Analyst,HR,2020-10-12,103476.97064685276,5.513639153317604,0.014178315178257073,13,2,8.656122345443617,Poor,0.0
Alex,Smith,1994-01-16,1,Developer,IT,2021-10-11,55886.945613931035,3.760989395699271,0.07059170069047131,16,5,4.006449691018923,Good,1.0
Jane,Doe,1989-06-25,1,Analyst,IT,2020-12-09,37552.75822392865,4.001163342364094,0.1355081891007068,26,1,2.848612676302264,Poor,1.0
John,Doe,1969-12-13,1,Analyst,Finance,2024-01-10,47909.29250634932,4.765004776920521,0.15018795967266366,23,19,3.5006749848074104,Average,0.0
Jane,Doe,1971-06-05,1,Manager,HR,2019-12-24,117939.38097464161,1.928092261672682,0.1095569388766639,27,8,7.6409648635114555,Average,1.0
John,Doe,1996-03-19,0,Analyst,Finance,2023-07-22,48479.964483611984,5.34735727803001,0.05370675121352147,27,9,7.2080096432330905,Average,0.0
Alex,Johnson,1972-05-20,0,Analyst,HR,2024-07-23,56756.171127660025,1.828602874742279,0.11980891743007632,19,2,6.836543381068194,Average,0.0
Jane,Smith,1969-10-24,0,Analyst,HR,2024-05-31,93596.68828908386,6.490066753715372,0.06258147884272965,3,1,8.794860702505224,Good,0.0
Jane,Doe,1989-01-28,0,Analyst,Finance,2022-10-20,114515.13863704684,1.06013916301499,0.1544602030330686,3,1,4.361993209429137,Good,1.0
John,Doe,1994-08-03,1,Analyst,IT,2021-06-08,70522.88215286014,9.618229135754357,0.07980706352848695,12,13,2.6968654517432604,Average,1.0
Jane,Doe,1993-02-08,1,Analyst,HR,2022-09-22,38336.293474623046,7.7354591470860825,0.18290973276971179,27,14,3.3284047793989684,Good,0.0
John,Johnson,1984-06-23,0,Developer,Finance,2023-08-01,90360.7972844093,7.307808722752887,0.040804933147715744,6,16,8.365326098332035,Poor,1.0
Emily,Johnson,1992-08-10,0,Developer,IT,2020-10-22,54372.56952332753,3.2280379325189776,0.012505259148569148,28,17,7.594601273075487,Average,0.0
Alex,Williams,1972-01-22,1,Analyst,HR,2020-11-19,102458.12866460964,8.406854245375907,0.18654210162655227,12,13,4.577033412091825,Average,0.0
Alex,Williams,2004-12-22,1,Analyst,HR,2023-04-10,68474.60853210832,2.855956645757259,0.15994375279297224,6,16,8.7867401265803,Good,1.0
John,Doe,2001-06-30,1,Analyst,IT,2022-07-04,86722.24975105422,3.2354524786888677,0.14109216605669725,25,7,4.98290963333271,Poor,0.0
Alex,Williams,1985-07-20,1,Analyst,HR,2023-03-19,69952.75090557401,1.1972199589750807,0.06020921556686261,6,10,5.419861564448486,Poor,0.0
Alex,Johnson,1970-04-26,1,Manager,IT,2020-10-03,113162.41833831595,2.0069255489421147,0.10328487764372221,16,9,9.48278176768105,Average,0.0
Alex,Doe,1966-07-19,1,Analyst,Finance,2021-12-22,56026.87016663549,3.7882618779022206,0.04999138927952425,23,9,5.819984333917053,Good,0.0
Alex,Smith,1967-03-27,1,Developer,IT,2020-12-16,49445.41046202897,8.28391958456736,0.1572715466122963,13,9,4.361681592097188,Average,0.0
Emily,Doe,1987-05-24,0,Developer,IT,2021-10-17,79803.40707747947,5.52819225296386,0.03877261358737854,21,4,7.092467046971536,Good,1.0
Alex,Williams,1966-03-30,0,Analyst,HR,2023-05-13,44432.886550776886,7.062808757274169,0.03585065114785615,13,19,3.066383446785718,Poor,0.0
John,Johnson,1996-07-12,0,Manager,IT,2022-11-05,101048.89747756721,3.671080138178655,0.10827392203145375,29,16,4.727808330146473,Average,0.0
Jane,Smith,2002-01-16,0,Analyst,HR,2019-11-10,49070.48973960982,3.7990224525941225,0.033386214163500294,14,18,4.021064497351537,Average,1.0
Emily,Williams,1977-08-06,0,Developer,Finance,2021-01-07,68604.99000871298,5.868145034542727,0.13928596140722146,14,9,2.5452451693490463,Average,1.0
Alex,Doe,1987-09-24,0,Manager,IT,2023-12-17,40385.51779610256,6.450741003910703,0.023440781136046685,28,6,2.2855776833289867,Average,0.0
Alex,Doe,1980-07-03,1,Developer,Finance,2021-10-16,99568.80491750281,9.56297825853113,0.15529786053020364,29,16,8.715780121247569,Poor,0.0
Alex,Johnson,1965-11-23,0,Analyst,HR,2020-10-08,109340.71094466813,7.581848677329666,0.1394550838107714,23,0,5.1854972347057995,Average,1.0
John,Johnson,1980-05-25,0,Manager,IT,2021-04-07,70616.47017263295,2.6509797676309104,0.17099480391229488,12,14,5.196787805261531,Good,1.0
Jane,Doe,1980-10-04,1,Analyst,HR,2019-10-18,33778.68860186294,5.313340809230837,0.0363446586456313,7,3,8.631350953870136,Good,0.0
John,Smith,1965-02-03,0,Developer,HR,2023-09-12,50839.35923685439,9.482913457092147,0.00856751102382265,2,18,1.630031609197592,Average,1.0
Emily,Johnson,1964-10-09,1,Analyst,Finance,2021-06-23,61495.044557667585,9.363595620358534,0.0758453074360898,1,16,4.359170407413105,Poor,1.0
Jane,Doe,1974-05-29,0,Developer,IT,2023-12-06,79322.9120997816,5.689658714575491,0.07004059821814605,25,19,2.262920663741635,Good,0.0
Emily,Williams,1996-09-25,0,Analyst,IT,2022-03-01,110136.85654973956,7.749800186068637,0.1816456977400646,22,2,4.898468001836497,Average,1.0
Jane,Doe,1990-07-15,1,Manager,HR,2022-04-21,72652.90981044924,7.44757400762289,0.05418853966327308,7,7,3.82444127401974,Good,0.0
Jane,Smith,1976-07-31,1,Manager,Finance,2021-03-30,80213.47006356306,6.262012811492423,0.026730116282103603,18,17,9.626480521009661,Good,1.0
Jane,Smith,1977-03-17,0,Analyst,HR,2021-03-15,50253.76885537849,5.758519771885921,0.1651835414632061,20,13,2.968440516981346,Poor,1.0
Jane,Johnson,1981-07-12,0,Analyst,Finance,2022-04-27,100803.75066365782,7.962963084060992,0.14956771488241435,0,7,1.2803418351405196,Poor,1.0
Jane,Doe,1994-04-21,1,Analyst,Finance,2020-05-24,86703.5890631984,8.723083548259932,0.15675447780344987,24,13,8.993063700406323,Poor,0.0
Alex,Williams,1995-03-15,1,Manager,HR,2021-02-01,52410.78624981809,6.190321589719807,0.01345118279347357,15,19,9.127843550888844,Good,0.0
Alex,Williams,1965-10-22,1,Analyst,IT,2022-04-06,51734.68367311811,1.3631574417372974,0.0822383035989172,16,2,1.2018330024584962,Poor,0.0
Alex,Smith,1967-07-10,1,Analyst,IT,2022-06-01,31416.86216961093,1.1543480372367831,0.1833206603284822,16,3,1.3504421501889905,Poor,1.0
Alex,Smith,1974-10-25,0,Developer,IT,2021-06-20,82824.28559030163,6.228553418993614,0.19813583141315316,18,10,7.085128578294612,Good,0.0
John,Williams,2000-06-10,0,Analyst,HR,2021-11-22,60771.47502949413,5.749097195995255,0.04232717971397224,18,11,5.447329035740944,Average,0.0
Jane,Williams,1985-02-22,0,Manager,Finance,2023-10-29,70928.7908297395,7.073076719506695,0.13550632277673694,17,10,2.5062132901310292,Good,0.0
John,Johnson,1998-09-03,0,Manager,HR,2022-02-06,44058.59118179598,6.723462941440398,0.11986042322788755,14,7,7.34625231013507,Average,1.0
Alex,Doe,1972-09-23,1,Manager,HR,2020-09-14,91685.58091014052,1.2246959990805144,0.034286835342108544,14,11,5.093851985225814,Average,1.0
Alex,Williams,1997-09-17,1,Manager,IT,2021-12-13,82604.98159777111,8.504127558269445,0.1285155220647268,21,10,6.335561624572992,Poor,1.0
Emily,Williams,1970-02-06,1,Manager,HR,2019-11-02,84616.22599861253,8.928757050756918,0.17658296330374446,29,10,2.901086483256379,Good,0.0
Alex,Williams,1981-08-12,0,Developer,Finance,2024-05-16,109612.4963629069,2.126985035651483,0.0401105955690533,4,9,7.220906284478863,Poor,0.0
John,Williams,2003-04-04,0,Developer,HR,2023-08-12,60175.114507046615,1.6031488397608897,0.19506862669581412,16,16,8.672926791213735,Average,0.0
Alex,Smith,2002-05-23,1,Manager,Finance,2023-08-14,45130.63155593663,5.274558687373734,0.011044504148605694,23,9,1.6733908467547574,Poor,0.0
Emily,Johnson,1984-10-18,1,Developer,Finance,2023-08-18,48654.568116090086,6.675228474247831,0.043941358078280084,23,9,3.3081675491508937,Good,1.0
John,Doe,1995-04-25,0,Manager,HR,2020-05-25,43222.97312253937,4.083806318702694,0.17293178437162804,23,1,8.463828107131835,Poor,1.0
Jane,Williams,1986-06-25,0,Manager,HR,2020-08-25,57326.15443294562,3.805208456635373,0.0006281812096244233,27,16,4.975718424739364,Poor,0.0
Jane,Doe,1968-12-23,1,Developer,HR,2022-06-27,47165.33888318052,4.123561316494555,0.10944750408412862,11,7,6.977815417646071,Average,0.0
Alex,Johnson,1980-01-07,0,Developer,IT,2021-09-21,110056.73799393869,4.343205363619392,0.039033303443730086,17,12,7.67477306652438,Poor,1.0
Emily,Smith,2003-03-31,1,Analyst,IT,2023-12-29,101974.61222568476,2.109093181446924,0.13970612504182742,26,7,2.7677729428481563,Good,0.0
John,Smith,1992-09-24,0,Developer,HR,2023-11-16,88027.07237191367,3.068440532178566,0.11053245355534964,24,12,6.955005336662701,Average,0.0
Jane,Williams,1983-08-06,0,Manager,Finance,2020-09-06,74168.85060411243,4.659011054272938,0.18063815576688583,28,5,9.729338728106718,Average,0.0
Jane,Smith,1979-11-27,0,Manager,Finance,2019-09-16,37831.549647250984,6.011064198353692,0.16902417029920697,4,19,7.0548815297122,Good,0.0
Jane,Doe,1976-07-03,1,Analyst,Finance,2020-09-12,97650.85548206273,6.611300474673667,0.1200562921056074,16,19,4.3887725901036845,Good,1.0
Emily,Doe,1995-10-05,0,Developer,IT,2021-08-26,51337.62376656061,9.536526488963753,0.18893314643421905,7,7,9.3207022185871,Poor,0.0
John,Johnson,1980-01-13,1,Developer,IT,2021-01-24,85372.82879541727,7.843818805142245,0.10258443295495315,29,6,9.41654878053844,Average,0.0
Jane,Smith,1974-11-11,0,Analyst,IT,2022-12-15,48400.35352178458,4.063704005028336,0.10211615149191199,19,14,9.195451454929795,Average,1.0
Alex,Doe,1966-02-01,1,Manager,IT,2023-10-09,113554.51550726767,9.967584643111499,0.15920148048545668,10,1,2.9395068298079594,Poor,1.0
John,Doe,1987-02-20,0,Developer,Finance,2021-04-16,92606.21871186522,6.496936576165347,0.039968254256387906,18,10,6.116184086571459,Poor,0.0
John,Williams,1977-03-16,0,Developer,IT,2023-06-15,113623.02454905186,4.485902661777827,0.01323303776688809,4,12,8.441727048754778,Average,1.0
John,Doe,1994-10-16,0,Analyst,IT,2021-05-27,116534.3092116701,7.010811160307321,0.18664101755186124,27,16,6.880451486308125,Average,1.0
Jane,Smith,1975-06-18,0,Analyst,HR,2021-03-19,112163.7904297221,4.057932180689594,0.09112383128745033,25,16,7.356215462997359,Poor,1.0
Jane,Johnson,1992-02-06,1,Analyst,HR,2019-11-27,69851.83228893636,3.349436736113633,0.06867734043552885,7,0,9.419360621747462,Average,1.0
Jane,Williams,1981-09-02,0,Analyst,Finance,2023-04-28,60728.27426438685,5.039009235951533,0.18264653608429127,2,9,9.142897075121061,Average,0.0
Alex,Williams,1981-05-19,0,Manager,Finance,2023-05-06,100578.55569287401,5.161520592212867,0.1729925210230404,11,14,4.621656333693806,Poor,1.0
Emily,Williams,1968-11-21,1,Analyst,Finance,2023-08-10,54446.98631469326,2.715488497670048,0.03692649146947385,25,19,8.478542539495615,Average,0.0
Jane,Doe,1974-06-21,1,Manager,IT,2021-06-02,115490.97014214683,2.2338051227088087,0.14677662616050827,24,4,4.196184829784313,Poor,1.0
Emily,Johnson,1982-11-28,1,Analyst,HR,2022-10-21,103888.29155692268,6.099447330149167,0.13140609964682146,2,7,4.595669061282413,Good,1.0
